Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90024940;TYSABRI;20 MG/ML SOL INJ CT FA VD INC X 15 ML;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300020018
90395620;THYMOGLOBULINE;25 MG PO LIOF INJ CT FA VD INC;SANOFI-AVENTIS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1130011920010
90414950;TRISENOX;1 MG/ML SOL INJ IV CT 10 AMP VD TRANS X 10 ML;TEVA FARMACÊUTICA LTDA.;01/03/2019;;31/05/2019;1557300370017
90320549;TASIGNA;200 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 112;NOVARTIS BIOCIENCIAS S.A;01/06/2019;;31/03/2016;1006810600077
90354834;TASIGNA;150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 120;NOVARTIS BIOCIENCIAS S.A;01/06/2019;;31/12/2016;1006810600093
90172922;TASIGNA;200 MG CAPGEL DURA CT BL AL/AL X 112;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006810600034
90067193;CIMAHER;50 MG SOL INJ IV CT 4 FA VD INC X 10 ML;EUROFARMA LABORATÓRIOS S.A.;01/10/2019;;31/03/2016;1004310150025
90348729;OPDIVO;100 MG SOL INJ CT 1 FA VD INC X 10 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/10/2016;;31/12/2016;1018004080023
90348737;OPDIVO;40 MG SOL INJ CT 1 FA VD INC X 4 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/10/2016;;31/12/2016;1018004080015
90387775;SPINRAZA;2.4 MG/ML SOL INJ CT FA VD TRANS X 5 ML;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2018;;31/03/2018;1699300080010
90321790;GAZYVA;1000 MG SOL DIL INFS IV CT FA VD TRANS X 40 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006600010
90411927;OCREVUS;30 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/03/2019;;31/05/2019;1010006660013
90384938;ARZERRA;20 MG / ML SOL INJ CT 3 FA VD INC X 5 ML ;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811330014
90384946;ARZERRA;20 MG / ML SOL INJ CT FA VD INC X 50 ML ;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811330022
90372964;LYNPARZA;50 MG CAP DURA CT FR PLAS OPC X 448;ASTRAZENECA DO BRASIL LTDA;01/01/2018;;31/03/2018;1161802550014
90398815;LARTRUVO;500 MG SOL INJ CT FA VD INC X 50 ML;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001970017
90384962;XOLAIR;150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006809830031
90384970;XOLAIR;75 MG SOL INJ CT 1 SER PREENC VD TRANS X 0,5 ML;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006809830048
90409671;XOLAIR;150 MG PO LIOF INJ CT FA VD INC;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/05/2019;1006809830056
90173392;XOLAIR;150 MG PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 2 ML;NOVARTIS BIOCIENCIAS S.A;01/10/2019;;31/08/2014;1006809830013
90194926;ELOXATIN;5,0 MG/ML SOL INJ CT FA VD INC X 10 ML;SANOFI-AVENTIS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1130010310030
90194934;ELOXATIN;5,0 MG/ML SOL INJ CT FA VD INC X 20 ML ;SANOFI-AVENTIS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1130010310049
90333896;OXALIPLATINA;50MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701350016
90333900;OXALIPLATINA;50MG PÓ LIOF SOL INJ IV CX 10 FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701350024
90333918;OXALIPLATINA;100MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701350032
90333926;OXALIPLATINA;100MG PÓ LIOF SOL INJ IV CX 10 FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701350040
90069900;OXALIPLATINA;100 MG PÓ LIOF P/ SOL INJ CT 10 FA VD INC;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004308220046
90069927;OXALIPLATINA;50 MG PÓ LIOF P/ SOL INJ CT 10 FA VD INC;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004308220038
90126564;BIOEZULEN;100 MG PO LIOF INJ CT FA VD AMB;BIOSINTÉTICA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1121302150026
90126572;BIOEZULEN;50 MG PO LIOF INJ CT FA VD AMB;BIOSINTÉTICA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1121302150034
90091426;OXALIPLATINA;100 MG PO LIOF P/ SOL INJ IV CT FA VD AMB X 50 ML;GLENMARK FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1101302370021
90091434;OXALIPLATINA;50 MG PO LIOF P/ SOL INJ IV CT FA VD AMB X 50 ML;GLENMARK FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1101302370013
90129962;LIBOXAL;100 MG PÓ LIOF CT FA VD INC X 1000 MG;LABORATÓRIOS LIBRA DO BRASIL LTDA;01/01/2016;;31/03/2016;1206900260014
90129970;LIBOXAL;50 MG PÓ LIOF CT FA VD INC X 500 MG;LABORATÓRIOS LIBRA DO BRASIL LTDA;01/01/2016;;31/03/2016;1206900260022
90381688;EVOXALI;100 MG PO LIOF INJ CT FA VD AMB X 1000 MG;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003550013
90381696;EVOXALI;50 MG PO LIOF INJ CT FA VD AMB X 500 MG ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003550021
90145151;OXALIBBS;50 MG PO LIOF INJ CT FA VD INC;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301490015
90145143;OXALIBBS;100 MG PO LIOF INJ CT FA VD INC;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301490023
90382293;OXALIBBS;5 MG/ML SOL INJ CT FA VD AMB X 10 ML;LIBBS FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1003301490031
90382307;OXALIBBS;5 MG/ML SOL INJ CT FA VD AMB X 20 ML;LIBBS FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1003301490041
90158709;OXALIMEIZ;50 MG PO LIOF INJ IV CT FA VD AMB;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100760014
90234138;OXALIMEIZ;100 MG PO LIOF INJ IV CT FA VD AMB;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100760022
90215028;O-PLAT;100 MG PO LIOF INJ CT FA VD AMB;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400330025
90215036;O-PLAT;50 MG PO LIOF INJ CT FA VD AMB;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400330017
90241975;TEVAOXALI;5 MG/ML SOL INJ CT FA VD INC X 10 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300050039
90241983;TEVAOXALI;5 MG/ML SOL INJ CT FA VD INC X 20 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300050047
90242009;TEVAOXALI;5 MG/ML SOL INJ CT FA VD INC X 40 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300050063
90423690;OXALIMEIZ;50 MG PO LIOF INJ IV CT FA VD AMB;GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;01/03/2019;;31/05/2019;1860600010015
90423704;OXALIMEIZ;100 MG PO LIOF INJ IV CT FA VD AMB;GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;01/03/2019;;31/05/2019;1860600010023
90294009;PACLITAXEL;6 MG/ML SOL INJ IV CT 1 FA VD AMB X 5ML ;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260017
90294017;PACLITAXEL;6 MG/ML SOL INJ IV CT 1 FA VD AMB X 16,7ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260025
90294025;PACLITAXEL;6 MG/ML SOL INJ IV CT 1 FA VD AMB X 50ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260033
90294033;PACLITAXEL;6 MG/ML SOL INJ IV CX 5 FA VD AMB X 5ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260041
90294041;PACLITAXEL;6 MG/ML SOL INJ IV CX 5 FA VD AMB X 16,7ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260051
90294050;PACLITAXEL;6 MG/ML SOL INJ IV CX 5 FA VD AMB X 50ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260068
90294068;PACLITAXEL;6 MG/ML SOL INJ IV CX 10 FA VD AMB X 5ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260076
90294076;PACLITAXEL;6 MG/ML SOL INJ IV CX 10 FA VD AMB X 16,7ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260084
90294084;PACLITAXEL;6 MG/ML SOL INJ IV CX 10 FA VD AMB X 50ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260092
90294092;PACLITAXEL;6 MG/ML SOL INJ IV CX 20 FA VD AMB X 5ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260106
90294106;PACLITAXEL;6 MG/ML SOL INJ IV CX 20 FA VD AMB X 16,7ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260114
90294114;PACLITAXEL;6 MG/ML SOL INJ IV CX 20 FA VD AMB X 50ML;BLAU FARMACÊUTICA S.A.;01/05/2014;;31/08/2014;1163701260122
90035780;TAXOL;6 MG/ML SOL INJ IV CT FA VD INC X 16,7 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001510035
90255100;TAXOL;6 MG/ML SOL INJ IV CT FA VD INC X 50 ML + REV PLAS;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001510051
90035801;TAXOL;6 MG/ML SOL INJ IV CT FA VD INC X 5 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001510019
90069994;PACLITAXEL;6 MG/ML SOL INJ CT 20 FA VD INC X 16,7 ML;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004308990089
90070003;PACLITAXEL;6 MG/ML SOL INJ CT 20 FA VD INC X 5 ML;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004308990070
90399854;EVOTAXEL;6 MG/ML SOL INJ CT FA VD TRANS X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210019
90399862;EVOTAXEL;6 MG/ML SOL INJ CT 5 FA VD TRANS X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210027
90399870;EVOTAXEL;6 MG/ML SOL INJ CT 10 FA VD TRANS X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210035
90399889;EVOTAXEL;6 MG/ML SOL INJ CT FA VD TRANS X 16,7 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210043
90399897;EVOTAXEL;6 MG/ML SOL INJ CT 5 FA VD TRANS X 16,7 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210108
90399900;EVOTAXEL;6 MG/ML SOL INJ CT 10 FA VD TRANS X 16,7 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210051
90399919;EVOTAXEL;6 MG/ML SOL INJ CT FA VD TRANS X 25 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210061
90399927;EVOTAXEL;6 MG/ML SOL INJ CT 5 FA VD TRANS X 25 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210078
90399935;EVOTAXEL;6 MG/ML SOL INJ CT 10 FA VD TRANS X 25 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210086
90399943;EVOTAXEL;6 MG/ML SOL INJ CT FA VD TRANS X 50 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800210094
90349474;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 5 ML ;FRESENIUS KABI BRASIL LTDA;01/10/2016;;31/12/2016;1004101550012
90349482;PACLITAXEL;6 MG/ ML SOL INJ IV CT 5 FA VD INC X 5 ML ;FRESENIUS KABI BRASIL LTDA;01/10/2016;;31/12/2016;1004101550020
90349490;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 16,7 ML;FRESENIUS KABI BRASIL LTDA;01/10/2016;;31/12/2016;1004101550039
90349504;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 50 ML;FRESENIUS KABI BRASIL LTDA;01/10/2016;;31/12/2016;1004101550047
90310608;TARVEXOL;6 MG/ML SOL INJ IV CT FA VD TRANS X 5ML;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1004705600015
90310616;TARVEXOL;6 MG/ML SOL INJ IV CT FA VD TRANS X 16,7ML + REV PLAST;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1004705600041
90403177;PACLITAXEL;6 MG/ML SOL INJ IV CT FA VD TRANS X 5ML;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1004705530017
90121724;TAXILAN;6 MG/ML SOL INJ CT FA VD INC X 16,7 ML (REST. HOSP.);LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601390018
90121732;TAXILAN;6 MG/ML SOL INJ CT FA VD INC X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601390026
90121740;TAXILAN;6 MG/ML SOL INJ CT FA VD INC X 50 ML (REST. HOSP.);LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601390050
90091469;PACLITAXEL;6 MG/ML SOL INJ IV CT FA VD AMB X 50 ML;GLENMARK FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1101302340025
90091450;PACLITAXEL;6 MG/ML SOL INJ IV CT FA VD AMB X 25 ML;GLENMARK FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1101302340034
90145100;ONTAX;6 MG/ML SOL INJ CT FR VD INC X 16,7 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301150052
90145119;ONTAX;6 MG/ML SOL INJ CT FA VD INC X 5 ML  ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301150011
90145127;ONTAX;6 MG/ML SOL INJ CT FA VD INC X 25 ML  ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301150060
90250494;ONTAX;6 MG/ML SOL INJ CT FA VD AMB X 5 ML;LIBBS FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1003301150079
90250508;ONTAX;6 MG/ML SOL INJ CT FA VD AMB X 16,7 ML;LIBBS FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1003301150087
90250516;ONTAX;6 MG/ML SOL INJ CT FA VD AMB X 25 ML;LIBBS FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1003301150095
90158733;PACLIMEIZ;6 MG/ML SOL INJ CX FA VD INC X 16,67 ML;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100750043
90158741;PACLIMEIZ;6 MG/ML SOL INJ CX FA VD INC X 5 ML;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100750019
90215176;PAREXEL;6 MG/ML SOL INJ CT FA VD INC X 16,7 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400020077
90215184;PAREXEL;6 MG/ML SOL INJ CT FA VD INC X 25 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400020085
90215206;PAREXEL;6MG/ML SOL INJ CT FA VD INC X 5 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400020042
90215192;PAREXEL;6 MG/ML SOL INJ CT FA VD INC X 50 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400020093
90002504;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 16,7 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700040021
90002520;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 5 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700040011
90002512;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700040038
90417755;MYLTOL;6 MG /ML SOL INJ IV CT 1 FA VD INC X 5 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460019
90417763;MYLTOL;6 MG /ML SOL INJ IV CT 5 FA VD INC X 5 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460027
90417771;MYLTOL;6 MG /ML SOL INJ IV CT 10 FA VD INC X 5 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460035
90417780;MYLTOL;6 MG /ML SOL INJ IV CT 20 FA VD INC X 5 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460043
90417798;MYLTOL;6 MG /ML SOL INJ IV CT 1 FA VD INC X 16,7 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460051
90417801;MYLTOL;6 MG /ML SOL INJ IV CT 5 FA VD INC X 16,7 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460061
90417810;MYLTOL;6 MG /ML SOL INJ IV CT 10 FA VD INC X 16,7 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460078
90417828;MYLTOL;6 MG /ML SOL INJ IV CT 20 FA VD INC X 16,7 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460086
90417836;MYLTOL;6 MG /ML SOL INJ IV CT 1 FA VD INC X 50 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460094
90417844;MYLTOL;6 MG /ML SOL INJ IV CT 5 FA VD INC X 50 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460108
90417852;MYLTOL;6 MG /ML SOL INJ IV CT 10 FA VD INC X 50 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460116
90417860;MYLTOL;6 MG /ML SOL INJ IV CT 20 FA VD INC X 50 ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000460124
90392795;ABRAXANE;100 MG PO LIOF SUS INJ CT FA VD TRANS;CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.;01/01/2018;;31/03/2018;1961400010016
90423712;PACLIMEIZ;6 MG/ML SOL INJ CX FA VD TRANS X 5 ML;GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;01/03/2019;;31/05/2019;1860600020010
90423720;PACLIMEIZ;6 MG/ML SOL INJ CX FA VD TRANS X 16,67 ML;GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;01/03/2019;;31/05/2019;1860600020045
90422619;IBRANCE;75 MG CAP DURA CT FR PLAS OPC X 21;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602570032
90422627;IBRANCE;100 MG CAP DURA CT FR PLAS OPC X 21;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602570024
90422635;IBRANCE;125 MG CAP DURA CT FR PLAS OPC X 21;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602570016
90330420;SYNAGIS;100 MG PO LIOF CX FA VD INC;ABBVIE FARMACÊUTICA LTDA.;01/01/2016;;31/03/2016;1986000010014
90330439;SYNAGIS;50 MG PO LIOF INJ CT FA VD INC + AMP DIL X 1 ML;ABBVIE FARMACÊUTICA LTDA.;01/01/2016;;31/03/2016;1986000010030
90330447;SYNAGIS;100 MG PO LIOF INJ CT FA VD INC + AMP DIL X 1 ML;ABBVIE FARMACÊUTICA LTDA.;01/01/2016;;31/03/2016;1986000010049
90390849;SYNAGIS;100 MG/ML SOL INJ CT FA VD INC X 0,5 ML;ABBVIE FARMACÊUTICA LTDA.;01/01/2018;;31/03/2018;1986000010057
90390857;SYNAGIS;100 MG/ML SOL INJ CT FA VD INC X 1,0 ML;ABBVIE FARMACÊUTICA LTDA.;01/01/2018;;31/03/2018;1986000010065
90331761;VECTIBIX;20 MG/ML SOL DIL INFUS CT FA VD TRANS X 20 ML;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;01/01/2016;;31/03/2016;1024400020028
90331770;VECTIBIX;20 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;01/01/2016;;31/03/2016;1024400020011
90416813;ONCASPAR;750 U/ML SOL INJ CT 1 FA VD INC X 5 ML;SHIRE FARMACÊUTICA BRASIL LTDA.;01/03/2019;;31/05/2019;1697900120017
90383818;KEYTRUDA;100 MG/ 4 ML SOL INJ CT FA VD INC X 4 ML;MERCK SHARP & DOHME FARMACEUTICA LTDA;01/01/2018;;31/03/2018;1002901960014
90051114;ALIMTA;500 MG PO LIOF INJ CT FA VD INC X 50 ML ;ELI LILLY DO BRASIL LTDA;10/10/2012;;31/08/2014;1126001660018
90051106;ALIMTA;100 MG PO LIOF INJ CT FA VD INC X 10 ML;ELI LILLY DO BRASIL LTDA;10/10/2012;;31/08/2014;1126001660026
90399234;EROXYM;100 MG PO LIOF SOL INJ CT 1 FA VD TRANS;EUROFARMA LABORATÓRIOS S.A.;01/03/2019;;31/05/2019;1004312500015
90399242;EROXYM;500 MG PO LIOF SOL INJ CT 1 FA VD TRANS;EUROFARMA LABORATÓRIOS S.A.;01/03/2019;;31/05/2019;1004312500041
90267648;PEMEGLENN;100 MG PO LIOF INJ IV CT 01 FA VD INC X 15 ML ;GLENMARK FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1101302690018
90267656;PEMEGLENN;500 MG PO LIOF INJ IV CT 01 FA VD INC X 30 ML ;GLENMARK FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1101302690026
90267664;PEMETREXEDE;100 MG PO LIOF INJ IV CT 1 FA VD INC X 15 ML ;GLENMARK FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1101302700013
90267672;PEMETREXEDE;500 MG PO LIOF INJ IV CT 1 FA VD INC X 30 ML ;GLENMARK FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1101302700021
90250630;ATRED;100 MG PO LIOF SOL INJ CT FA VD TRANS;LIBBS FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1003301660018
90250648;ATRED;500 MG PO LIOF SOL INJ CT FA VD TRANS;LIBBS FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1003301660026
90325621;TACTROL;100 MG PO LIOF INJ CT FA VD INC X 4 ML;TEVA FARMACÊUTICA LTDA.;01/01/2016;;31/03/2016;1557300270012
90325630;TACTROL;500 MG PO LIOF INJ CT FA VD INC X 20 ML;TEVA FARMACÊUTICA LTDA.;01/01/2016;;31/03/2016;1557300270020
90325885;PEMETREXEDE DISSODICO;100 MG PO LIOF INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700330060
90325893;PEMETREXEDE DISSODICO;100 MG PO LIOF INJ CT 05 FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700330052
90325907;PEMETREXEDE DISSODICO;100 MG PO LIOF INJ CT 10 FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700330044
90325915;PEMETREXEDE DISSODICO;500 MG PO LIOF INJ CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700330036
90325923;PEMETREXEDE DISSODICO;500 MG PO LIOF INJ CT 05 FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700330028
90325931;PEMETREXEDE DISSODICO;500 MG PO LIOF INJ CT 10 FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700330011
90272889;PEMEKER;500 MG PO LIOF SOL INJ CT FA VD TRANS;ZODIAC PRODUTOS FARMACÊUTICOS S/A;01/12/2013;;31/08/2014;1221400890012
90325826;PEMTRYX;100 MG PO LIOF INJ CT FA VD INC X 10 ML ;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700340015
90325834;PEMTRYX;100 MG PO LIOF INJ CT 05 FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700340023
90325842;PEMTRYX;100 MG PO LIOF INJ CT 10 FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1553700340031
90325850;PEMTRYX;500 MG PO LIOF INJ CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/03/2016;1553700340041
90325869;PEMTRYX;500 MG PO LIOF INJ CT 05 FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/03/2016;1553700340058
90325877;PEMTRYX;500 MG PO LIOF INJ CT 10 FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/03/2016;1553700340066
90294432;PERJETA;420 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/05/2014;;31/08/2014;1010006570014
90355210;ESBRIET;267 MG CAP DURA CT FR PLAS OPC X 270;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/10/2016;;31/12/2016;1010006630017
90349075;CYRAMZA;100 MG SOL INJ CT FA VD INC X 10 ML;ELI LILLY DO BRASIL LTDA;01/10/2016;;31/12/2016;1126001930015
