Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
30737060;Fraturas - redução e estabilização de cada superfície - procedimento videoartroscópico de punho e túnel do carpo;13/02/2009;;15/10/2010
30737079;Túnel do carpo - descompressão - procedimento videoartroscópico de punho e túnel do carpo;13/02/2009;;15/10/2010
30738016;Sinovectomia total - procedimento videoartroscópico de coxofemoral;13/02/2009;;15/10/2010
30738024;Sinovectomia parcial e/ou remoção de corpos livres - procedimento videoartroscópico de coxofemoral;13/02/2009;;15/10/2010
30738032;Desbridamento do labrum ou ligamento redondo com ou sem condroplastia - procedimento videoartroscópico de coxofemoral;13/02/2009;;15/10/2010
30738040;Tratamento do impacto femoro-acetabular - procedimento videoartroscópico de coxofemoral;13/02/2009;;15/10/2010
30738059;Condroplastia com sutura labral - procedimento videoartroscópico de coxofemoral;13/02/2009;;15/10/2010
30801010;Colocação de órtese traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico);13/02/2009;;15/10/2010
30801028;Colocação de prótese traqueal ou traqueobrônquica (qualquer via);13/02/2009;;15/10/2010
30801036;Fechamento de fístula tráqueo-cutânea;13/02/2009;;15/10/2010
30801044;Punção traqueal;13/02/2009;;15/10/2010
30801052;Ressecção carinal (traqueobrônquica);13/02/2009;;15/10/2010
30801060;Ressecção de tumor traqueal;13/02/2009;;15/10/2010
30801079;Traqueoplastia (qualquer via);13/02/2009;;15/10/2010
30801087;Traqueorrafia (qualquer via);13/02/2009;;15/10/2010
30801095;Traqueostomia;13/02/2009;09/07/2017;15/10/2010
30801109;Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical;13/02/2009;;15/10/2010
30801117;Traqueostomia mediastinal;13/02/2009;;15/10/2010
30801133;Plastia de traqueostoma;13/02/2009;;15/10/2010
30801141;Traqueotomia ou fechamento cirúrgico;13/02/2009;;15/10/2010
30801150;Troca de prótese tráqueo-esofágica;13/02/2009;;15/10/2010
30801168;Ressecção de tumor traqueal por videotoracoscopia;13/02/2009;;15/10/2010
30801176;Traqueorrafia por videotoracoscopia;13/02/2009;;15/10/2010
30801184;Traqueostomia com retirada de corpo estranho;13/02/2009;;15/10/2010
30802016;Broncoplastia e/ou arterioplastia;13/02/2009;;15/10/2010
30802024;Broncotomia e/ou broncorrafia;13/02/2009;;15/10/2010
30802032;Colocação de molde brônquico por toracotomia;13/02/2009;;15/10/2010
30802040;Broncoplastia e/ou arterioplastia por videotoracoscopia;13/02/2009;;15/10/2010
30802059;Broncotomia e/ou broncorrafia por videotoracoscopia;13/02/2009;;15/10/2010
30803012;Bulectomia unilateral;13/02/2009;;15/10/2010
30803020;Cirurgia redutora do volume pulmonar unilateral (qualquer técnica);13/02/2009;;15/10/2010
30803039;Cisto pulmonar congênito - tratamento cirúrgico;13/02/2009;;15/10/2010
30803047;Correção de fístula bronco-pleural (qualquer técnica);13/02/2009;;15/10/2010
30803055;Drenagem tubular aberta de cavidade pulmonar;13/02/2009;;15/10/2010
30803063;Embolectomia pulmonar;13/02/2009;;15/10/2010
30803071;Lobectomia por malformação pulmonar;13/02/2009;;15/10/2010
30803080;Lobectomia pulmonar;13/02/2009;;15/10/2010
30803098;Metastasectomia pulmonar unilateral (qualquer técnica);13/02/2009;;15/10/2010
30803101;Pneumonectomia;13/02/2009;;15/10/2010
30803110;Pneumonectomia de totalização;13/02/2009;;15/10/2010
30803128;Pneumorrafia;13/02/2009;;15/10/2010
30803136;Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário;13/02/2009;;15/10/2010
30803144;Posicionamento de agulhas radiativas por toracotomia (braquiterapia);13/02/2009;;15/10/2010
30803152;Segmentectomia (qualquer técnica);13/02/2009;;15/10/2010
30803160;Tromboendarterectomia pulmonar;13/02/2009;;15/10/2010
30803179;Bulectomia unilateral por videotoracoscopia;13/02/2009;;15/10/2010
30803187;Cirurgia redutora do volume pulmonar unilateral  por videotoracoscopia;13/02/2009;;15/10/2010
30803195;Correção de fístula bronco-pleural por videotoracoscopia;13/02/2009;;15/10/2010
30803209;Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia;13/02/2009;;15/10/2010
30803217;Lobectomia pulmonar por videotoracoscopia;13/02/2009;;15/10/2010
30803225;Metastasectomia pulmonar unilateral por videotoracoscopia;13/02/2009;;15/10/2010
30803233;Segmentectomia por videotoracoscopia;13/02/2009;;15/10/2010
30803241;Biópsia transcutânea de pulmão por agulha;13/02/2009;;15/10/2010
30804019;Biópsia percutânea de pleura por agulha;13/02/2009;;15/10/2010
30804027;Descorticação pulmonar;13/02/2009;;15/10/2010
30804035;Pleurectomia;13/02/2009;;15/10/2010
30804043;Pleurodese (qualquer técnica);13/02/2009;;15/10/2010
30804051;Pleuroscopia;13/02/2009;;15/10/2010
30804060;Pleurostomia (aberta);13/02/2009;;15/10/2010
30804086;Punção pleural;13/02/2009;;15/10/2010
30804094;Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema;13/02/2009;;15/10/2010
30804108;Ressecção de tumor da pleura localizado;13/02/2009;;15/10/2010
30804116;Retirada de dreno tubular torácico (colocado em outro serviço);13/02/2009;;15/10/2010
30804124;Tenda pleural;13/02/2009;;15/10/2010
30804132;Toracostomia com drenagem pleural fechada;13/02/2009;;15/10/2010
30804140;Tratamento operatório da hemorragia intrapleural;13/02/2009;;15/10/2010
30804159;Descorticação pulmonar por videotoracoscopia;13/02/2009;;15/10/2010
30804167;Pleurectomia por videotoracoscopia;13/02/2009;;15/10/2010
30804175;Pleurodese por video;13/02/2009;;15/10/2010
30804183;Pleuroscopia por vídeo;13/02/2009;;15/10/2010
30804191;Ressecção de tumor da pleura localizado por vídeo;13/02/2009;;15/10/2010
30804205;Tenda pleural por vídeo;13/02/2009;;15/10/2010
30804213;Tratamento operatório da hemorragia intrapleural por  vídeo;13/02/2009;;15/10/2010
30805015;Ressecção de bócio intratorácico;13/02/2009;;15/10/2010
30805023;Biópsia de linfonodos pré-escalênicos ou do confluente venoso;13/02/2009;;15/10/2010
30805031;Biópsia de tumor do mediastino (qualquer via);13/02/2009;;15/10/2010
30805040;Cisto ou duplicação brônquica ou esôfagica - tratamento cirúrgico;13/02/2009;;15/10/2010
30805074;Ligadura de artérias brônquicas por toracotomia para controle de hemoptise;13/02/2009;;15/10/2010
30805082;Ligadura de ducto-torácico (qualquer via);13/02/2009;;15/10/2010
30805090;Linfadenectomia mediastinal;13/02/2009;;15/10/2010
30805104;Mediastinoscopia, via cervical;13/02/2009;;15/10/2010
30805112;Mediastinotomia (via paraesternal, transesternal, cervical);13/02/2009;;15/10/2010
30805120;Mediastinotomia extrapleural por via posterior;13/02/2009;;15/10/2010
30805139;Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica);13/02/2009;;15/10/2010
30805147;Ressecção de tumor de mediastino;13/02/2009;;15/10/2010
30805155;Timectomia (qualquer via);13/02/2009;;15/10/2010
30805163;Tratamento da mediastinite (qualquer via);13/02/2009;;15/10/2010
30805171;Vagotomia troncular terapêutica por toracotomia;13/02/2009;;15/10/2010
30805180;Biópsia de tumor do mediastino por vídeo;13/02/2009;;15/10/2010
30805198;Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo;13/02/2009;;15/10/2010
30805201;Ligadura de artérias brônquicas para controle de hemoptise por vídeo;13/02/2009;;15/10/2010
30805210;Ligadura de ducto-torácico por vídeo;13/02/2009;;15/10/2010
30805228;Linfadenectomia mediastinal por vídeo;13/02/2009;;15/10/2010
30805236;Mediastinoscopia, via cervical por vídeo;13/02/2009;;15/10/2010
30805244;Mediastinotomia extrapleural por via posterior por vídeo;13/02/2009;;15/10/2010
30805252;Pericardiotomia com abertura pleuro-pericárdica por vídeo;13/02/2009;;15/10/2010
30805260;Ressecção de tumor de mediastino por vídeo;13/02/2009;;15/10/2010
30805279;Timectomia por vídeo;13/02/2009;;15/10/2010
30805287;Tratamento da mediastinite por vídeo;13/02/2009;;15/10/2010
30805295;Retirada de corpo estranho do mediastino;13/02/2009;;15/10/2010
30806011;Abscesso subfrênico - tratamento cirúrgico;13/02/2009;;15/10/2010
30806020;Eventração diafragmática - tratamento cirúrgico;13/02/2009;;15/10/2010
30806038;Hérnia diafragmática - tratamento cirúrgico (qualquer técnica);13/02/2009;;15/10/2010
30806046;Implante de marca-passo diafragmático definitivo;13/02/2009;;15/10/2010
30806054;Hérnia diafragmática – tratamento cirúrgico por vídeo;13/02/2009;;15/10/2010
30901014;Ampliação (anel valvar, grandes vasos, átrio, ventrículo);13/02/2009;;15/10/2010
30901022;Canal arterial persistente - correção cirúrgica;13/02/2009;;15/10/2010
30901030;Coarctação da aorta - correção cirúrgica;13/02/2009;;15/10/2010
30901049;Confecção de bandagem da artéria pulmonar;13/02/2009;;15/10/2010
30901057;Correção cirúrgica da comunicação interatrial;13/02/2009;;15/10/2010
30901065;Correção cirúrgica da comunicação interventricular;13/02/2009;;15/10/2010
30901073;Correção de cardiopatia congênita + cirurgia valvar;13/02/2009;;15/10/2010
30901081;Correção de cardiopatia congênita + revascularização do miocárdio;13/02/2009;;15/10/2010
30901090;Redirecionamento do fluxo sanguíneo (com anastomose direta, retalho, tubo) - em defeitos cardíacos congenitos;13/02/2009;;15/10/2010
30901103;Ressecção (infundíbulo, septo, membranas, bandas) - em defeitos cardíacos congenitos;13/02/2009;;15/10/2010
30901111;Transposições (vasos, câmaras) - em defeitos cardíacos congenitos;13/02/2009;;15/10/2010
30902010;Ampliação do anel valvar;13/02/2009;;15/10/2010
30902029;Cirurgia multivalvar;13/02/2009;;15/10/2010
30902037;Comissurotomia valvar;13/02/2009;;15/10/2010
30902045;Plastia valvar;13/02/2009;;15/10/2010
30902053;Troca valvar;13/02/2009;;15/10/2010
30903017;Aneurismectomia de VE;13/02/2009;;15/10/2010
30903025;Revascularização do miocárdio;13/02/2009;;15/10/2010
30903033;Revascularização do miocárdio + cirurgia valvar;13/02/2009;;15/10/2010
30903041;Ventriculectomia parcial - em coronariopatias;13/02/2009;;15/10/2010
30904013;Cárdio-estimulação transesofágica (CETE), terapêutica ou diagnóstica;13/02/2009;;15/10/2010
30904021;Implante de desfibrilador interno, placas e eletrodos;13/02/2009;;15/10/2010
30904064;Implante de estimulador cardíaco artificial multissítio;13/02/2009;;15/10/2010
30904080;Instalação de marca-passo epimiocárdio temporário;13/02/2009;;15/10/2010
30904099;Implante de marca-passo temporário à beira do leito;13/02/2009;;15/10/2010
30904102;Recolocação de eletrodo / gerador com ou sem troca de unidades;13/02/2009;;15/10/2010
30904110;Retirada do sistema (não aplicável na troca do gerador);13/02/2009;;15/10/2010
30904129;Troca de gerador;13/02/2009;;15/10/2010
30904137;Implante de marca-passo monocameral (gerador + eletrodo atrial ou ventricular);13/02/2009;;15/10/2010
30904145;Implante de marca-passo bicameral (gerador + eletrodo atrial e ventricular);13/02/2009;;15/10/2010
30904153;Remoção de cabo-eletrodo de marcapasso e/ou cárdio-desfibrilador implantável com auxílio de dilatador mecânico, laser ou radiofrequência;09/09/2010;;15/10/2010
30904161;Implante de cardiodesfibrilador multissítio - TRC-D (gerador e eletrodos);01/01/2016;;31/03/2016
30904170;Implante de gerador de eventos (Looper implantável);01/01/2016;09/04/2017;31/03/2016
30904170;Implante de monitor de eventos (Looper implantável);10/04/2017;;09/07/2017
30905010;Colocação de balão intra-aórtico;13/02/2009;;15/10/2010
30905028;Colocação de stent na aorta sem CEC;13/02/2009;;15/10/2010
30905036;Instalação do circuíto de circulação extracorpórea convencional;13/02/2009;;15/10/2010
30905044;Instalação do circuíto de circulação extracorpórea em crianças de baixo peso (10 kg);13/02/2009;;15/10/2010
30905052;Derivação cavo-atrial;13/02/2009;;15/10/2010
30905060;Perfusionista - em procedimentos cardíacos;13/02/2009;;15/10/2010
30906016;Aneurisma de aorta abdominal infra-renal;13/02/2009;;15/10/2010
30906024;Aneurisma de aorta abdominal supra-renal;13/02/2009;;15/10/2010
30906032;Aneurisma de aorta-torácica;13/02/2009;;15/10/2010
30906040;Aneurisma de artérias viscerais;13/02/2009;;15/10/2010
30906059;Aneurisma de axilar, femoral, poplítea;13/02/2009;;15/10/2010
30906067;Aneurisma de carótida, subclávia, ilíaca;13/02/2009;;15/10/2010
30906075;Aneurismas - outros;13/02/2009;;15/10/2010
30906083;Aneurismas torácicos ou tóraco-abdominais;13/02/2009;;15/10/2010
30906113;Angioplastia transluminal transoperatória - por artéria;13/02/2009;;15/10/2010
30906121;Artéria hipogástrica - unilateral - qualquer técnica;13/02/2009;;15/10/2010
30906130;Artéria mesentérica inferior - qualquer técnica;13/02/2009;;15/10/2010
30906148;Artéria mesentérica superior - qualquer técnica;13/02/2009;;15/10/2010
30906156;Artéria renal bilateral revascularização;13/02/2009;;15/10/2010
30906164;Cateterismo da artéria radial - para PAM;13/02/2009;;15/10/2010
30906172;Correção das dissecções da aorta;13/02/2009;;15/10/2010
30906180;Endarterectomia aorto-ilíaca;13/02/2009;;15/10/2010
30906199;Endarterectomia carotídea - cada segmento arterial tratado;13/02/2009;;15/10/2010
30906202;Endarterectomia ilíaco-femoral;13/02/2009;;15/10/2010
30906210;Ligadura de carótida ou ramos;13/02/2009;;15/10/2010
30906229;Ponte aorto-bifemoral;13/02/2009;;15/10/2010
30906237;Ponte aorto-biilíaca;13/02/2009;;15/10/2010
30906245;Ponte aorto-femoral - unilateral;13/02/2009;;15/10/2010
30906253;Ponte aorto-ilíaca - unilateral;13/02/2009;;15/10/2010
30906261;Ponte axilo-bifemoral;13/02/2009;;15/10/2010
30906270;Ponte axilo-femoral;13/02/2009;;15/10/2010
30906288;Ponte distal;13/02/2009;;15/10/2010
30906296;Ponte fêmoro poplítea proximal;13/02/2009;;15/10/2010
30906300;Ponte fêmoro-femoral cruzada;13/02/2009;;15/10/2010
30906318;Ponte fêmoro-femoral ipsilateral;13/02/2009;;15/10/2010
30906326;Ponte subclávio bifemoral;13/02/2009;;15/10/2010
30906334;Ponte subclávio femoral;13/02/2009;;15/10/2010
30906342;Pontes aorto-cervicais ou endarterectomias dos troncos supra-aórticos;13/02/2009;;15/10/2010
30906350;Pontes transcervicais - qualquer tipo;13/02/2009;;15/10/2010
30906377;Preparo de veia autóloga para remendos vasculares;13/02/2009;;15/10/2010
30906385;Arterioplastia da femoral profunda (profundoplastia);13/02/2009;;15/10/2010
30906393;Reoperação de aorta abdominal;13/02/2009;;15/10/2010
30906407;Retirada de enxerto infectado em posição não aórtica;13/02/2009;;15/10/2010
30906415;Revascularização aorto-femoral - unilateral;13/02/2009;;15/10/2010
30906423;Revascularização arterial de membro superior;13/02/2009;;15/10/2010
30906431;Tratamento cirúrgico da isquemia cerebral;13/02/2009;;15/10/2010
30906440;Tratamento cirúrgico de síndrome vértebro basilar;13/02/2009;;15/10/2010
30906458;Tratamento cirúrgico de tumor carotídeo;13/02/2009;;15/10/2010
30906466;Tronco celíaco - qualquer técnica;13/02/2009;;15/10/2010
30907012;Cirurgia de restauração venosa com pontes em cavidades;13/02/2009;;15/10/2010
30907020;Cirurgia de restauração venosa com pontes nos membros;13/02/2009;;15/10/2010
30907039;Cura cirúrgica da impotência coeundi venosa;13/02/2009;;15/10/2010
30907047;Cura cirúrgica de hipertensão portal - qualquer tipo;13/02/2009;;15/10/2010
30907063;Escleroterapia de veias - por sessão;13/02/2009;;15/10/2010
30907071;Fulguração de telangiectasias (por grupo);13/02/2009;;15/10/2010
30907080;Implante de filtro de veia cava;13/02/2009;;15/10/2010
30907098;Interrupção cirúrgica veia cava inferior;13/02/2009;;15/10/2010
30907101;Tratamento cirúrgico de varizes com lipodermatoesclerose ou úlcera (um membro);13/02/2009;;15/10/2010
30907110;Trombectomia venosa;13/02/2009;;15/10/2010
30907128;Valvuloplastia ou interposição de segmento valvulado venoso;13/02/2009;;15/10/2010
30907136;Varizes - tratamento cirúrgico de dois membros;13/02/2009;;15/10/2010
30907144;Varizes - tratamento cirúrgico de um membro;13/02/2009;;15/10/2010
30907152;Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório;13/02/2009;;15/10/2010
30908019;Fístula aorto-cava, reno-cava ou ílio-ilíaca;13/02/2009;;15/10/2010
30908027;Fístula arteriovenosa - com enxerto;13/02/2009;;15/10/2010
30908035;Fístula arteriovenosa cervical ou cefálica extracraniana;13/02/2009;;15/10/2010
30908043;Fístula arteriovenosa congênita - reintervenção;13/02/2009;;15/10/2010
30908051;Fístula arteriovenosa congênita - correção cirúrgica radical;13/02/2009;;15/10/2010
